Проект,Мониторинг,"Срок жизни, в мес.",Cреднеарифметический % месячной доходности,Max просадка,Мах незафиксированная просадка,Общая доходность,"Среднемесячная доходность, %","Среднегодовая доходность, %",Лучший месяц,Худший месяц,Коэффициент Шарпа,05.21,06.21,07.21,08.21,09.21,10.21,11.21,12.21,01.22,02.22,03.22,04.22,05.22,06.22,07.22,08.22,09.22,10.22,11.22,12.22,01.23,02.23,03.23,04.23,05.23,06.23,07.23,08.23,09.23,10.23,11.23,12.23,01.24,02.24,03.24,04.24,05.24,06.24,07.24,08.24,09.24,10.24,11.24,12.24,01.25,02.25,03.25,04.25,05.25,06.25,07.25,08.25,09.25,10.25,11.25,12.25,01.26,02.26
Zohar_Z TZ,https://tradelink.pro/portfolio/7d61e122-967c-43e5-8963-489c1e21a9ef?t=1758196800,27,"3,62","-23,08",,"144,31","5,34","31,05","29,81","-7,23","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,74","7,62","29,81","16,11","18,99","-2,00","3,81","3,83","0,92","-1,75","10,47","-7,23","-0,96","3,20","1,18","7,30","5,41","-0,38","2,01","-1,00","-4,71","1,22","1,90","1,45","0,11","2,15","0,02"
ARM CRYPTO,https://www.myfxbook.com/members/MonitoringRobot/arm-crypto/10973733,22,"4,06","-31,34",,"103,26","4,69","32,87","28,01","-20,21","0,53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,94","-13,51","9,56","16,90","-2,47","-2,53","6,71","-6,72","25,49","-9,34","7,22","15,59","11,33","-15,80","9,44","-1,73","18,12","28,01","12,97","-20,21","-3,12","5,36"
Ed Khan CryptoGallery Utopia,https://fund.edkhan.net/ranking/1180 ,49,"4,01",,"-1,52","313,45","6,40","48,84","95,55","-18,09","0,56",,,,,,,,,,"-7,47","95,55","-0,37","35,74","8,87","-4,79","-1,92","6,12","-3,37","1,50","6,85","14,29","-1,28","9,74","5,16","-8,48","9,79","30,37","4,75","-12,03","2,85","-5,73","-3,97","0,82","11,75","2,72","2,68","-2,70","-13,89","9,46","10,35","-0,92","6,27","12,11","-6,19","-5,78","-17,54","-2,58","-7,23","-14,94","-1,61","0,82","12,37","-18,09","-1,43","8,96","2,12","19,92","6,91"
Ed Khan MultiKnife,https://tradelink.pro/portfolio/6b22863b-142d-4584-9e53-6b5bda8cda9d?t=1712318400,35,"3,09","-38,16",,"153,20","4,38","33,37","34,49","-32,46","0,57",,,,,,,,,,,,,,,,,,,,,,,,"7,71","0,34","4,11","2,83","2,92","0,96","2,65","12,55","12,60","7,92","5,83","34,49","1,07","2,52","0,66","0,32","-3,15","1,66","1,59","10,75","6,54","2,96","0,11","3,07","-1,44","2,23","0,93","0,21","0,90","1,60","-32,46","3,94","0,17","3,41","5,75"
Delta - Nexus Strategy,https://app.zignaly.com/profit-sharing/65ae319be73646ac5d0fe4ca,26,"7,58","-60,00",,"351,40","13,52","118,76","41,18","-32,89","0,60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,32","16,41","41,18","24,53","13,99","16,63","11,90","-13,75","14,57","26,08","28,73","-12,21","23,73","-16,42","4,90","7,59","11,25","-0,81","21,68","32,37","10,16","-5,43","-27,71","3,08","-32,89","-2,88"
Copy-Trade IQSF Trend 7,https://copy-trade.pro/IQSF-Trend-7,28,"7,93",,,"593,71","21,20","83,07","44,07","-14,28","0,67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,18","28,40","-14,28","44,07","12,76","-2,79","4,94","9,42","24,58","18,66","8,19","15,81","7,91","15,18","14,93","5,60","3,23","-13,03","7,19","0,12","16,86","-11,28","10,38","1,36","3,19","-9,03","24,33","-5,74"
Copy-Trade Tiger trading,https://copy-trade.pro/Tiger-Trading,24,"45,64",,,"8 044,06","335,17","815,60","801,24","-42,36","0,67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,63","20,80","24,72","22,37","-2,78","20,70","-6,53","23,35","19,18","14,00","35,26","2,05","33,61","39,77","-42,36","-2,20","55,45","801,24","11,76","53,52","-36,17","3,03","-2,33","4,37"
Algotoria EV (ex. Algotoria USDT),https://tradelink.pro/portfolio/4d32ae55-dc4f-4221-959f-31db0b12d2bf,52,"7,32","-84,22",,"1 080,09","20,77","80,15","106,08","-60,91","0,74",,,,,,,"16,67","-60,91","16,06","76,61","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","10,84","-10,47","106,08","15,52","21,68","0,89","-10,87","-1,55","-16,71","-4,90","-3,14","24,16","-9,05","26,05","16,52","54,40","2,42","-8,60","13,23","-17,24","27,90","9,89","-3,33","13,40","27,43","-1,66","-0,01","4,68","-6,11","5,37","15,26","-10,87","3,76","0,15","-4,87","13,81","3,68","-15,73","32,08","7,93"
NewYorkSherri White Waters,https://tradelink.pro/portfolio/d9b48df5-bb4e-407d-88f2-e2949bf7b68c?t=1741870800,16,"4,86","-19,65",,"87,45","5,47","25,16","56,28","-7,44","0,78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"56,28","-3,99","2,40","0,00","-7,44","10,63","0,58","-5,71","13,56","14,92","-4,10","-4,24","6,53","0,24","-2,07","0,24"
AlgoRider TrendFollowing - Low Risk (ex. E.B. Pro),https://app.zignaly.com/profit-sharing/63f3a5348aedc641723f8d65,37,"5,39","-38,30",,"393,69","10,64","59,12","37,94","-26,89","0,79",,,,,,,,,,,,,,,,,,,,,,"26,17","12,95","-4,46","-0,23","9,96","-3,66","4,35","-1,07","17,09","-12,93","10,29","-10,91","24,63","3,86","24,41","-26,89","9,71","9,64","23,02","8,70","-6,15","37,94","15,90","6,72","11,66","-16,87","19,67","-8,22","-1,23","9,92","-21,97","8,60","19,71","5,44","-10,78","10,80","-6,52"
RYFEN RF4 (ex. T2),https://app.zignaly.com/profit-sharing/646bae704bd33808da0108ed,34,"5,94","-47,70",,"274,92","8,09","46,08","60,88","-30,67","0,79",,,,,,,,,,,,,,,,,,,,,,,,,"-6,60","5,16","-27,29","39,05","-5,97","31,42","42,91","16,32","-20,50","41,74","-6,75","3,36","-21,66","4,39","5,05","-1,77","0,72","-4,09","15,24","-3,59","-4,52","9,78","8,72","7,61","-30,67","3,28","1,21","44,24","-23,71","60,88","10,43","1,03","0,10","6,34"
Crypto Hunter (ex. Nikola-Tesla CryptoHunter),https://tradelink.pro/strategy/b31ff9d9-2b55-4534-8cd1-69a68a246daa?t=1760331600,41,"8,69","-44,29",,"1 619,35","39,50","105,84","138,28","-19,45","0,79",,,,,,,,,,,,,,,,,,"138,28","27,91","28,72","30,07","3,86","15,03","9,52","2,59","4,68","3,88","0,78","4,12","10,30","16,70","7,96","4,29","5,70","18,04","-6,64","8,52","5,08","1,81","-4,64","2,30","3,61","7,74","5,97","6,41","-19,45","-4,93","6,40","3,12","2,38","4,79","2,66","-2,64","-1,93","2,83","-0,37","-0,46","1,44"
Steven Paterson Margin Syndicate,https://app.zignaly.com/profit-sharing/6746a566f8c3f6069b0e106d,16,"11,64","-40,40",,"437,41","27,34","94,42","42,01","-13,06","0,80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,99","42,01","8,28","-13,06","13,37","19,83","15,98","11,93","5,38","18,34","13,26","14,02","4,64","14,37","12,32","-3,39"
Algotoria MIXED,https://tradelink.pro/portfolio/8d78b017-b2aa-47f1-8c92-ece97c3d7a82 ,50,"7,21","-47,25",,"1 531,90","30,64","95,71","94,10","-19,37","0,81",,,,,,,,,"-1,68","6,24","7,62","-11,15","12,46","10,94","15,33","-2,86","-7,02","5,15","2,27","-10,92","94,10","1,90","-2,94","0,98","-7,25","-2,39","-19,37","-10,00","-0,78","38,87","-6,34","38,56","13,69","46,15","12,03","-10,55","22,30","-11,28","15,25","3,89","2,51","19,76","46,44","-2,25","6,50","-4,24","-6,07","12,63","21,62","-9,89","11,16","-2,29","1,31","13,51","-4,35","-14,93","25,67","0,38"
"Zohar_Z GOLD WAY (ex. Основной ,ex. Counter Trend Index Lite, ex. HARE KRISHNA)",https://tradelink.pro/portfolio/91e904f2-2fde-4b87-92d6-74472c2670ed?t=1714118400,42,"2,27","-26,25",,"135,73","3,23","19,69","18,62","-16,01","0,85",,,,,,,,,,,,,,,,,"1,21","-2,46","7,26","0,02","2,16","2,87","-5,16","1,71","0,60","8,34","0,10","-3,17","6,48","18,62","7,57","-2,75","17,00","12,96","4,25","-0,12","-1,12","-3,85","3,09","0,82","-0,79","4,18","-4,18","0,52","4,48","-8,34","10,30","10,01","-4,17","10,28","-7,69","-16,01","4,63","5,23","4,79","0,66","3,62","1,41"
Ed Khan Knife Catcher D1,https://tradelink.pro/portfolio/eb31f6d9-8d74-4ab2-8c5b-5ee9b54de0dd,40,"2,45","-12,38",,"155,99","3,90","21,99","20,43","-7,51","0,86",,,,,,,,,,,,,,,,,,,"0,12","-1,39","2,82","1,41","0,47","-0,53","1,77","8,59","-0,03","3,38","2,20","0,97","7,02","9,12","6,03","5,12","20,43","-7,51","3,71","0,35","-0,56","-0,78","1,99","0,69","4,92","1,23","1,83","2,65","4,14","1,30","1,43","1,62","0,73","1,39","1,99","1,85","0,99","1,36","1,22","4,07"
PHOENIX by hamster-bot,https://hamster-bot.com/phoenix,57,"1,64","-16,73",,"138,28","2,43","16,16","14,73","-12,24","0,87",,"0,52","-0,30","2,62","10,89","5,12","2,72","0,72","-0,59","1,61","0,43","2,96","6,00","3,12","10,31","-1,11","-12,24","-0,51","9,58","-0,47","14,73","0,96","2,50","-4,07","-4,31","5,55","-4,02","2,37","-4,28","2,93","-1,66","4,65","1,51","5,66","2,53","4,14","-5,13","5,99","-3,27","6,74","2,90","-0,08","8,05","2,44","-3,06","-2,23","-2,25","2,86","0,43","-2,98","8,51","-0,81","-2,57","1,33","8,41","-4,23","1,64","0,33"
IQ Security Fund ICE LAB,https://www.myfxbook.com/members/IceFXMarkets/ice-lab/9792935/Swzzjd7PGtUn42t0Ceh9,58,"5,53","-26,97",,"1 631,87","28,14","70,87","35,25","-10,51","0,95","0,22","3,02","4,47","-0,65","18,51","12,13","-1,76","1,87","7,18","11,76","5,87","4,40","0,48","11,52","5,46","-1,39","0,00","-0,32","12,18","-4,36","1,39","0,65","35,25","24,44","-4,34","32,80","-10,51","-3,66","-9,47","14,81","-2,77","2,28","-0,46","22,91","0,00","9,53","27,38","7,38","14,03","11,32","-4,61","6,87","-0,24","25,23","7,38","2,11","0,37","-8,64","0,61","-6,17","20,86","-8,91","5,44","-0,78","1,54","-6,57","20,93","1,93"
Copy-Trade Syndicate,https://copy-trade.pro/Syndicate-monitoring,32,"3,05",,,"157,83","4,93","28,46","13,27","-3,76","0,97",,,,,,,,,,,,,,,,,,,,,,,,,,,"2,07","7,34","1,43","2,59","4,24","2,53","4,23","-3,76","13,27","4,62","2,25","7,89","5,95","0,00","3,35","2,80","2,72","3,30","6,61","4,38","7,17","4,84","1,90","2,05","2,17","0,73","1,98","1,24","-0,73","-0,77","-0,82","0,09"
Alfa-Quant Capital,https://www.comon.ru/strategies/109402/,45,"3,21","-15,55",,"282,05","6,27","33,15","23,72","-9,17","1,00",,,,,,,,,,,,,,"-3,68","5,12","2,15","-9,17","-0,83","-4,09","20,01","5,37","3,26","4,58","6,95","4,72","4,35","5,19","2,97","-2,94","7,19","5,09","0,33","7,90","-2,52","0,74","3,54","10,27","-1,31","1,13","-0,29","2,76","2,08","17,13","12,03","-2,22","23,72","6,17","1,11","-6,06","-4,14","5,16","-6,09","7,17","2,46","1,20","1,73","4,65","-0,41"
"Edvi trade Owl (ex.First InFractals, 1st InFractals, My 1st)","https://tradelink.pro/portfolio/ca39bb79-b9d6-4b06-bcd7-d80492275bae
https://tradelink.pro/portfolio/ed907821-79a6-4162-a805-b9f5ccb4a330?t=1758546000",54,"4,13","-27,15",,"620,14","11,48","41,86","42,06","-16,53","1,10",,,,,"4,53","3,14","2,62","1,30","4,02","1,76","-1,54","2,58","-4,38","2,17","1,75","1,10","7,62","2,39","2,14","0,38","-3,87","2,46","27,39","-1,29","-7,78","-1,10","-2,96","4,85","-8,09","0,46","-3,60","19,55","3,67","17,85","4,36","0,20","5,08","4,91","-2,44","-3,48","1,78","3,52","21,28","20,26","8,48","-4,57","4,15","-3,60","2,54","0,56","1,26","2,46","1,38","42,06","12,52","-16,53","23,75","14,10"
SAVINSKYI PROFIT RANGE S1,https://tradelink.pro/portfolio/df18b46a-ff64-4d01-84e8-31027975e96d?t=1714802400,50,"2,34","-13,61",,"204,40","4,09","25,65","17,81","-6,58","1,39",,,,,,,,,"4,01","4,59","4,14","2,56","17,81","7,20","0,03","-1,15","-2,88","5,47","-1,03","-0,72","6,06","5,37","-5,47","-1,68","3,07","-6,58","2,10","-4,24","1,81","10,75","6,91","3,66","1,35","-0,38","9,37","-1,86","3,30","0,00","0,00","0,00","1,69","2,48","9,02","0,63","3,68","0,68","1,84","1,22","2,19","-1,54","5,11","1,96","1,68","4,38","6,51","-2,80","-3,48","8,32"
BITRONIX BIT ENERGY (ex. Algo Capital BIT ENERGY),https://tradelink.pro/portfolio/3bf0d207-9041-421c-985b-b9c12fa86bdb?t=1707998400,34,"20,75","-87,81",,"984,00","28,94","89,65","269,96","-64,93","1,48",,,,,,,,,,,,,,,,,,,,,,,,,"29,05","107,75","-64,93","45,37","-64,85","164,73","-31,41","20,97","3,75","269,96","-11,41","-43,67","11,95","-20,87","-40,78","45,71","-0,74","5,32","59,74","-16,80","0,15","27,03","-10,12","5,25","7,75","-22,85","11,09","41,73","-5,10","47,17","33,78","-21,20","125,41","-3,41"
Ed Khan Master Index (ex. CryptoGallery First InFractals),https://fund.edkhan.net/ranking/841,58,"4,78",,"-19,33","1 133,80","19,55","54,66","43,50","-15,79","1,52","11,92","8,32","4,30","1,57","6,49","3,14","2,62","1,29","4,02","2,14","-0,60","4,84","-2,00","3,88","3,21","3,27","8,97","3,18","4,30","2,72","-1,32","5,14","31,91","0,47","-7,59","-3,10","1,69","7,08","-6,46","0,46","-0,36","18,75","10,19","13,58","4,66","4,93","5,13","4,60","-4,31","-4,09","2,80","3,44","20,98","20,40","9,56","-3,84","5,70","-2,56","3,01","1,34","1,10","2,43","-2,45","43,50","13,77","-15,79","2,01","13,13"
ARM TICKMILL VIP FUND,https://www.myfxbook.com/members/MonitoringRobot/arm-tickmill-vip-fund/11020435,20,"9,96","-25,67",,"356,83","17,84","69,61","109,57","-9,43","1,57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,77","19,42","-6,15","-2,85","-3,46","1,46","-0,57","-7,16","-3,07","14,65","20,15","-2,38","-3,89","5,59","2,34","30,20","7,54","12,38","109,57","-9,43"
BL-Stone (ex. K-2),https://www.bitget.com/ru/copy-trading/trader/bdb54e748db53e5ea291/futures?commonCode=18VZLX8H&content=2.36.0_1722712105867_3_6&followTab=2&shareType=1,12,"-12,56","-109,28",,"-101,40","-8,45","-36,52","44,60","-103,08",-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,20","-10,71","8,27","4,84","-5,04","-8,42","-2,49","-103,08","-50,91","-14,11","-11,45","44,60"
Shlorik Stablefi,"https://tradelink.pro/portfolio/e18d527b-6560-4d6a-8d56-14591549f759?t=1760169600
",10,"-4,14","-50,82",,"-38,65","-3,86",-,"20,20","-22,18",-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-4,66","-13,25","20,20","10,25","-4,28","-22,18","-5,38","-10,56","-6,97","-4,55"
ALT3 Capital Vault USDC,"https://t.me/alt3capital_ru
https://alt3.capital/",10,"0,37",,,"3,64","0,36",-,"2,30","-2,10",-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,31","1,17","0,70","2,10","2,30","-0,60","-0,20","-2,10","0,40","-1,40"
ALT3 Capital DeFi 1.0 (Uniswap V3),"https://t.me/alt3capital_ru
https://alt3.capital/",10,"0,56",,,"5,74","0,57",-,"1,10","0,20",-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,80","0,90","0,80","0,60","1,10","0,30","0,40","0,20","0,20","0,30"
Paracels Donatello Trend,https://tradelink.pro/strategy/0197c551-d8af-76a8-858d-59446ce94e8e?t=1752580800,14,"2,95","-15,73",,"48,03","3,43","22,22","12,55","-5,25",-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,58","4,29","1,30","3,88","-0,37","1,20","6,36","2,09","3,73","12,53","-0,84","-5,25","12,55","-1,74"
ARM VIP PAMM,https://www.myfxbook.com/members/MonitoringRobot/arm-vip-pamm/11750691#,6,"15,19","-16,83",,"103,28","17,21",-,"72,92","-8,49",-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3,77","7,38","8,69","14,38","72,92","-8,49"
BITRONIX LINX,https://tradelink.pro/portfolio/199cf325-36bd-454a-95d6-b675d9b0e2fd?t=1763118000,8,"17,19","-25,83",,"210,01","26,25",-,"63,72","-14,65",-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,33","16,48","-3,92","27,00","21,93","-14,65","63,72","4,65"
Amadeus Crypto,https://app.zignaly.com/profit-sharing/6551303682dcb1603f0bcc2f,21,"-2,99","-74,20",,"-65,09","-3,10","-29,58","64,05","-28,84","-25,37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-14,17","-19,47","-13,01","64,05","-3,55","-1,91","-21,88","-25,46","-16,05","0,09","-0,55","3,36","36,21","-22,33","-9,26","-28,84","-7,63","12,31","9,39","-2,24","-1,85",,,,,,,
MMM (ex. CosmoTrade),https://www.bybit.com/copyTrade/trade-center/detail?leaderMark=eRbN2R8ENCKBqCflZgVJjQ%3D%3D&ref=ZNAA8&linkUuid=648471fa-c1db-4819-a7f8-58ac4af7f099,28,"14,73","-99,99",,"-99,92","-3,57","-73,83","743,59","-99,62","-3,15",,,,,,,,,,,,,,,,,,,,,,,,,,"-31,92","-14,03","36,32","-0,18","-33,90","-5,62","1,94","-99,62","743,59","-56,07","-7,26","4,80","-15,57","-34,54","-47,38","5,75","25,29","10,57","0,25","-56,18","15,19","12,45","10,87","-26,63","-3,95","12,77","20,25","-54,63",,,,,
True Alpha - Futures,https://app.zignaly.com/profit-sharing/63e8bd438aedc6483c31e2bd,31,"-0,21","-24,20",,"-13,51","-0,44","-3,69","28,48","-14,99","-0,50",,,,,,,,,,,,,,,,,,,,,,"-5,40","28,48","-14,99","-5,52","8,64","-8,15","-2,62","-3,75","1,49","0,27","3,09","8,00","2,71","4,41","-4,54","0,19","1,49","-0,90","-1,52","-1,13","1,67","6,62","-3,24","3,41","-4,29","-1,13","0,50","-6,00","-13,99","-0,19","0,00",,,,,,
Copy-Trade PHOENIX by hamster-bot,https://copy-trade.pro/phoenix-by-hamster-bot-monitoring,31,"0,10",,,"1,49","0,05","1,33","7,41","-6,40","-0,23",,,,,,,,,,,,,,,,,,,,,,"1,80","-2,00","-4,10","-6,40","6,20","-4,60","2,50","-6,14","3,64","-5,22","2,11","4,46","0,82","2,04","1,32","-2,66","7,41","0,00","0,00","0,00","0,00","0,00","4,64","1,87","-0,39","-1,09","2,21","-1,68","-3,52","0,00","0,00",,,,,,
TradeGPT Runbot ETH,https://app.zignaly.com/profit-sharing/641c7ca28aedc67f823a13a5,23,"-8,55","-98,70",,"-96,99","-4,22","4,55","39,62","-73,38","-0,03",,,,,,,,,,,,,,,,,,,,,,,"4,27","7,51","11,00","4,89","10,67","-1,52","5,79","-12,21","38,72","15,80","1,31","-27,88","-2,43","39,62","-37,49","-9,40","-21,18","-58,39","-43,13","-73,38","-49,33","0,00","0,00",,,,,,,,,,,,,
Triple AI TradeLink PR_CT_USD (ex Прикольные инвестиции),https://tradelink.pro/portfolio/97b11ae8-1a6a-494b-ac55-c176088425d3,21,"1,88","-37,24",,"31,13","1,48","11,50","27,76","-17,12","0,26",,,,,,,,,,,,,,,,,"-2,88","1,17","-12,48","-3,58","-12,03","13,66","27,76","0,96","-1,27","16,39","-17,12","1,77","-5,74","-12,64","7,47","10,84","18,07","6,65","-2,48","5,15","-0,11",,,,,,,,,,,,,,,,,,,,,
mediann. capital low risk algo strategy,https://tradelink.pro/portfolio/80cd8302-686f-41e2-a9b0-6bc72b0c4023?t=1723957200,26,"1,93","-59,98",,"34,72","1,34","16,82","36,89","-29,43","0,26",,,,,,,,,,,,,,,,,,,,,,,,"3,84","2,13","1,68","3,73","-1,75","-8,63","19,43","2,94","-1,40","20,37","13,69","3,46","2,14","14,93","11,36","36,89","-13,86","-4,07","-14,43","-2,00","-9,32","-29,43","1,59","-3,03","0,00","0,00",,,,,,,,,
AXORA CAPITAL Neuro Strategy (ex. VECTOR CAPITAL Neuro Strategy),https://tradelink.pro/strategy/eab46e96-a428-4ad5-9cc5-d52113ac5515?t=1755075600,33,"1,80","-39,15",,"57,03","1,73","20,99","25,13","-25,89","0,40",,,,,,,,,,,,,,,,,,,,,"4,97","2,76","-0,74","0,81","-7,87","-6,11","23,26","1,67","-6,70","4,84","5,35","5,50","3,86","25,13","15,84","2,95","3,82","-7,40","4,89","-4,23","-5,57","-0,08","15,77","-3,82","3,94","-25,89","4,82","-6,58","-1,60","-0,92","6,75","0,00","0,00",,,,,
Copy-Trade ENOT 5,https://www.mql5.com/ru/signals/1378207?source=Site+Signals+My,33,"3,77","-57,70",,"130,45","3,95","79,95","62,78","-21,36","0,43",,,,,,,,,,"-8,61","62,78","7,57","3,47","41,11","29,19","27,41","-14,26","-10,46","2,63","25,16","1,48","-1,84","-2,74","-7,70","-16,61","-21,36","2,53","-2,62","8,64","-0,35","11,55","-13,67","-12,23","0,30","-0,64","-4,83","3,21","10,84","-0,63","2,26","-0,11","2,98",,,,,,,,,,,,,,,,
Triple AI Bourbaki Ultra [BTC] (ex Прикольные инвестиции),https://tradelink.pro/portfolio/1f431ee6-2191-4f02-bdf8-59d7c2eee906,35,"3,92","-60,26",,"155,55","4,44","46,78","46,88","-26,98","0,45",,,,,,,,,,,,,,,,,,,"16,53","2,94","18,37","20,49","9,74","16,29","8,74","7,14","-0,11","-1,67","-8,97","-14,56","17,00","46,88","12,03","29,90","-24,56","37,37","4,21","0,00","0,00","0,08","-8,43","-18,22","-3,64","14,42","-11,18","-14,60","-9,61","-3,61","6,24","-26,98","14,94","0,00","0,00",,,,,
Steevie Speedy,https://app.zignaly.com/profit-sharing/60b748803a81963f81157f92,37,"8,26","-24,20",,"348,20","9,41","86,51","286,27","-20,33","0,47",,"286,27","-0,11","10,13","-1,32","3,42","3,50","4,29","2,09","-0,95","0,60","-1,23","-9,21","-2,52","7,02","-0,22","0,12","0,43","-4,70","0,04","0,04","0,31","0,21","0,55","0,34","-1,11","-0,07","2,89","-0,06","1,21","5,98","5,79","5,91","1,98","4,49","-20,33","0,00","0,00",,,,,,,,,,,,,,,,,,,,
MyMbot TradeLink MYM_USD,https://tradelink.pro/portfolio/534119c7-64d8-447d-9c01-8c3c7b73483f,19,"2,93","-37,05",,"61,37","3,23","19,18","16,09","-22,50","0,53",,,,,,,,,,,,,,,,,,,"2,93","-3,81","2,73","2,23","12,59","4,26","-0,72","5,84","5,65","-3,24","2,67","-22,50","-9,37","14,09","16,09","6,26","10,56","3,85","5,62",,,,,,,,,,,,,,,,,,,,,
Meritocracy,https://tradelink.pro/strategy/f2ce88e3-3f07-4fcd-8269-6b5cd1c258ea?t=1752580800,48,"5,16","-47,49",,"865,97","18,04","97,04","34,14","-8,54","0,54",,,,,,,,,,"18,03","29,35","15,51","22,71","3,82","34,14","9,60","11,64","9,71","20,49","2,29","23,27","3,83","7,62","3,33","-0,36","4,75","3,49","2,28","2,24","0,39","3,94","5,29","4,03","0,92","0,00","-0,47","3,05","-4,41","1,86","-3,17","1,88","-1,21","4,72","4,18","1,85","2,98","-8,54","-2,05","-1,40","0,72","1,75","1,40","0,65","-3,16","4,93","-2,30","2,28",
FieryTrading Bitcoin Omega 3d,https://app.zignaly.com/profit-sharing/6245c4cd8aedc679b61cf1a7,33,"9,80","-65,60",,"199,49","6,05","41,75","156,67","-42,53","0,54",,,,,,,,,,,,,"17,53","-1,91","16,30","-26,33","106,37","3,50","1,48","-8,25","38,65","3,63","-42,53","-24,63","-0,79","23,40","-18,31","13,30","-10,42","66,23","19,55","1,25","-6,45","156,67","7,88","-24,63","-23,62","-10,88","21,73","-31,62","103,93","-9,53","24,16","-31,00","-31,40",,,,,,,,,,,,,
Triple AI Bourbaki Pro [BTC] (ex Прикольные инвестиции),https://tradelink.pro/portfolio/f9a96823-709b-46d0-926a-78707cf2c0dd,35,"4,00","-62,93",,"129,50","3,70","45,08","53,15","-34,07","0,54",,,,,,,,,,,,,,,,,,,"26,99","22,10","7,42","18,81","42,98","-0,20","-4,85","22,76","-25,19","10,60","-9,26","-15,57","9,95","15,53","0,00","35,72","-17,71","53,15","2,66","0,00","11,49","11,45","-1,39","-11,14","5,07","6,29","-12,27","-12,97","-12,47","-8,47","16,49","-34,07","-13,85","0,00","0,00",,,,,
Delta - White Strategy,https://app.zignaly.com/profit-sharing/6470a4104bd33823ed5b986f,21,"5,59","-42,10",,"126,22","6,01","33,46","72,69","-19,89","0,56",,,,,,,,,,,,,,,,,,,,,,,,,"1,19","1,46","1,88","-15,46","5,19","11,46","13,96","27,68","-7,51","30,99","12,41","-19,89","14,59","-12,83","-6,92","-14,71","10,94","-2,75","72,69","-7,76","0,86",,,,,,,,,,,,,
A4U Trend,https://tradelink.pro/portfolio/155db948-c356-4d9f-a4ba-e41fbd70c35d?t=1722085200,25,"3,34","-31,89",,"96,77","3,87","29,99","38,92","-11,28","0,59",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,85","-8,84","13,33","8,41","12,71","-3,40","38,92","8,79","-8,85","-3,52","-1,07","-0,23","-11,28","2,77","12,29","33,66","-0,30","-6,13","2,58","-3,58","0,24","-3,27","-1,67","0,00","0,00",,,,,,
RAProfit MB STRATEGY (ex AfiTrading Foundation Afi Capital),https://copy.raprofit.com/ranking/2233,23,"6,17",,"-53,28","176,45","7,67","52,43","46,71","-50,17","0,60",,,,,,,,,,,,,,,,"12,17","6,88","4,28","17,22","2,43","2,25","4,07","10,39","5,11","2,59","8,70","10,78","24,99","2,65","-21,61","10,14","46,71","-50,17","5,40","19,40","8,93","5,83","2,77",,,,,,,,,,,,,,,,,,,,
RAProfit Mirror,https://copy.raprofit.com/ranking/2531,25,"6,55",,"-73,65","291,87","11,67","65,75","45,27","-28,37","0,62",,,,,,,,,,,,,,,,,,,,,"13,50","9,41","9,07","9,19","8,44","17,90","-12,97","1,38","-0,34","-0,29","15,63","-4,89","21,58","45,27","36,38","7,12","9,53","-1,45","0,99","5,48","1,14","0,00","-28,37","0,00","0,00",,,,,,,,,,,,,
Copy-Trade Optimal by Arthem Capital,https://copy-trade.pro/arthem-monitoring,26,"4,28",,,"108,26","4,16","32,86","46,62","-50,17","0,62",,,,,,,,,,,,,,,,,,,,,,,,,,,"10,75","24,95","2,66","-21,69","9,19","46,62","-50,17","5,33","17,73","3,87","2,86","2,85","7,30","8,69","1,06","0,00","0,00","11,00","7,81","2,06","8,11","3,70","4,72","1,90","0,00","0,00",,,,,,
