Проект,Мониторинг,Cреднеарифметический % месячной доходности,Max просадка,Мах незафиксированная просадка,Общая доходность,"Среднемесячная доходность, %",Лучший месяц,Худший месяц,Коэффициент Шарпа,05.21,06.21,07.21,08.21,09.21,10.21,11.21,12.21,01.22,02.22,03.22,04.22,05.22,06.22,07.22,08.22,09.22,10.22,11.22,12.22,01.23,02.23,03.23,04.23,05.23,06.23,07.23,08.23,09.23
Triple AI Turing [BTC] (ex Прикольные инвестиции),https://tradelink.pro/portfolio/65313664-86d8-4433-bb50-58890fa1d5a0,"0,19","-19,57",,"0,25","0,01","12,12","-11,81","0,00",,,,,,,,,,,,"0,74","4,99","0,00","-0,16","0,86","1,00","-3,91","5,50","-1,47","-7,94","6,81","12,12","-11,81","1,08","3,22","-7,98","7,17","-6,73"
Doberbot,https://live.doberbot.com/ranking/2008,"1,74",,"-13,86","1,78","0,15","32,80","-34,56","0,01",,,,,,,,,,,,,,,,,,"12,43","-3,24","2,02","32,80","0,94","17,02","-0,96","-15,14","-34,56","2,42","-15,22","22,42"
Quant Hill Crypto Trend USDT,https://tradelink.pro/portfolio/54c4e5f6-2b87-41a8-8884-d24fa8f5da5e,"0,67","-25,06",,"9,85","0,34","28,45","-12,12","0,04","3,24","-2,64","1,40","-8,58","-0,41","4,46","-2,80","-3,99","5,14","0,29","0,02","-2,73","2,55","22,75","-4,89","0,65","-11,45","5,17","0,20","-8,65","28,45","0,46","1,38","1,47","-6,41","2,32","-7,66","11,72","-12,12"
EDKhan Felix,https://fund.edkhan.net/ranking/1535,"1,82",,,"22,51","1,25","33,73","-24,59","0,10",,,,,,,,,,,,"1,29","33,73","11,60","1,33","6,72","6,33","5,29","3,26","-0,91","8,29","1,1","7,59","-9,1","-15,08","-24,59","4,51","0,51","-9,17"
Algotoria MIXED,https://tradelink.pro/portfolio/8d78b017-b2aa-47f1-8c92-ece97c3d7a82 ,"3,84","-47,25",,"57,13","2,72","94,10","-19,37","0,12",,,,,,,,,"-1,68","6,24","7,62","-11,15","12,46","10,94","15,33","-2,86","-7,02","5,15","2,27","-10,92","94,10","1,90","-2,94","0,98","-7,25","-2,39","-19,37","-10,00","-0,78"
AfiTrading Foundation ALT HUNTER,https://copy.afitrading.ru/ranking/1939,"12,68",,"-28,29","70,97","5,46","140,49","-70,60","0,12",,,,,,,,,,,,,,,,,"12,89","21,2","140,49","0,54","-70,6",0,"5,5","5,11","2,6","8,7","10,78","24,99","2,65"
Triple AI TradeLink PR_CT_BTC (ex Прикольные инвестиции),https://tradelink.pro/portfolio/a59e684c-08be-475f-b3e2-3596469967dd,"4,29","-38,71",,"34,55","2,66","51,43","-27,33","0,12",,,,,,,,,,,,,,,,,"1,46","7,60","-27,33","-5,16","25,08","13,73","51,43","5,11","-9,66","28,44","-21,52","-12,52","-0,86"
Mellivora trade,"https://app.aivia.io/ranking/291
https://app.createcapital.pro/ranking/1764","2,09",,"-0,27","46,58","1,61","30,89","-17,02","0,12","13,24","3,93","29,84","-16,41","30,89","-17,02","-1,42","-0,26","24,00","16,66","-8,93","6,70","0,24","16,61","15,00","-11,46","-15,89","-2,74","-1,34","3,48","5,76","-1,32","3,54","-8,93","-8,63","-0,43","-10,48","1,78","-5,72"
RAProfit Scalping Dream,https://copy.raprofit.com/ranking/1597,"6,65",,"-5,64","65,68","4,11","75,37","-56,04","0,16",,,,,,,,,,,,,,"1,74","11,86","15,66","17,72","0,74","14,24","11,23","-20,66","10,05","12,00","11,47","-11,15","-56,04","14,55","-2,34","75,37"
Polos,https://app.aivia.io/ranking/859,"4,41",,,"102,85","3,55","59,05","-40,86","0,17","8,84","12,87","11,98","59,05","45,69","1,66","7,74","-10,45","24,88","-14,48","8,73","11,11","-40,86","-7,60","9,93","-24,25","-18,84","3,37","17,12","-2,33","3,16","24,99","-22,85","21,06","2,70","-4,57","-13,65","12,48","0,45"
TSLab.pro bots,https://tradelink.pro/portfolio/7c119037-d708-4174-ab9d-aedb70267522,"0,81","-16,18",,"23,19","0,80","13,35","-6,43","0,19","5,41","0,81","5,27","-3,74","5,26","4,50","-4,53","-0,12","0,40","8,14","0,06","-2,20","0,14","2,44","2,12","-3,76","-4,38","4,04","2,06","-3,07","13,35","-1,73","2,59","0,01","-3,59","1,58","-6,43","0,81","-2,00"
Algotoria,https://t.me/ALGOTORIA,"3,61","-24,84",,"92,52","3,56","67,13","-13,14","0,22",,,,"-6,78","25,29","13,37","-13,14","0,56","-1,17","17,97","12,98","-12,37","3,89","14,62","14,54","-1,46","-8,35","5,09","1,96","-10,46","67,13","1,96","-3,00","1,99","-8,20","-5,16","-12,58","-4,90","0,00"
Copy-Trade Investizo Ultra Marine,https://www.myfxbook.com/ru/members/tstvector/investizo-ultra-marine/8719521,"7,50","-80,40",,"182,66","6,77","85,73","-37,12","0,23",,,"29,84","3,01","-2,22","28,55","17,26","-27,54","19,76","0,74","85,73","3,40","12,52","74,06","40,31","21,36","-22,94","-8,49","24,24","31,30","-10,94","-6,58","-19,10","-18,76","-34,29","-37,12","-1,16","-0,31","0,00"
Ed Khan First InFractals,https://tradelink.pro/portfolio/ca39bb79-b9d6-4b06-bcd7-d80492275bae,"1,65","-22,87",,"43,71","1,75","27,39","-8,09","0,27",,,,,"4,53","3,14","2,62","1,30","4,02","1,76","-1,54","2,58","-4,38","2,17","1,75","1,1","7,62","2,39","2,14","0,38","-3,87","2,46","27,39","-1,29","-7,78","-1,1","-2,96","4,85","-8,09"
Copy-Trade ENOT 5,https://www.mql5.com/ru/signals/1378207?source=Site+Signals+My,"6,29","-53,20",,"141,24","7,06","62,78","-21,36","0,34",,,,,,,,,,"-8,61","62,78","7,57","3,47","41,11","29,19","27,41","-14,26","-10,46","2,63","25,16","1,48","-1,84","-2,74","-7,70","-16,61","-21,36","2,53","-2,62","8,64"
PHOENIX by hamster-bot,https://hamster-bot.com/phoenix,"1,72","-16,73",,"55,07","1,97","14,73","-12,24","0,36",,"0,52","-0,30","2,67","10,90","5,12","2,26","-0,13","-0,68","1,64","0,21","3,08","5,81","2,08","10,31","-1,11","-12,24","-0,51","9,62","-0,47","14,73","0,96","2,50","-4,07","-4,31","5,55","-4,05","2,37","-4,28"
AfiTrading Foundation TREND MIDDLE,https://copy.afitrading.ru/ranking/1804,"4,25",,"-11,76","79,22","4,66","27,54","-22,49","0,36",,,,,,,,,,,,,"7,57","18,16","27,54","0,64","-22,49","-6,70","15,59","-4,62","-5,12","0,00","-12,36","-2,02","3,83","15,53","5,80","18,28","12,66"
Alfa-Quant 300,https://www.comon.ru/strategies/17475/,"4,07","-38,00",,"153,49","5,29","60,30","-19,26","0,37","3,33","6,83","-0,15","0,29","-11,82","-1,12","10,89","2,84","5,15","-5,58","1,73","-19,26","0,71","15,14","26,61","-14,77","-0,8","-8,97","-2,86","60,3","0,19","4,85","4,56","11,46","0,11","10,31","10,33","8,23","-0,44"
bm-analytics (ex Trade-bm),https://bm-analytics.aum.expert/ranking/217,"4,27",,"-0,49","159,76","5,51","38,47","-23,96","0,38","34,38","10,18","-16,14","11,77","18,96","7,36","3,49","3,25","6,72","-4,51","4,42","-0,78","2,37","7,29","-4,68","-6,51","-6,31","16,83","0,55","3,57","-5,34","-7,08","17,05","-23,96","-11,17","38,47","-5,31","32,85","-3,88"
SAVINSKYI PROFIT RANGE S1,https://tradelink.pro/portfolio/df18b46a-ff64-4d01-84e8-31027975e96d,"1,93","-13,61",,"45,38","2,16","17,81","-6,58","0,40",,,,,,,,,"4,01","4,59","4,14","2,56","17,81","7,20","0,03","-1,15","-2,88","5,47","-1,03","-0,72","6,06","5,37","-5,47","-1,68","3,07","-6,58","2,10","-4,24","1,81"
IQ Security Fund IQSF_track_RISK_X2,https://tradelink.pro/portfolio/9edc3f9e-fe0f-49ff-aeb3-70b9289c2c86,"7,88","-75,55",,"233,03","10,13","67,98","-31,95","0,41",,,,,,,"5,03","-10,89","9,22","44,76","0,03","-17,46","0,59","-8,67","-7,31","-4,81","12,39","9,43","45,38","2,97","6,31","0,71","67,98","34,47","-12,06","54,22","-9,02","-10,05","-31,95"
Copy-Trade ICE LAB,https://copy-trade.pro/ice-lab-monitoring,"12,29",,,"168,23","14,02","74,80","-31,60","0,45",,,,,,,,,,,,,,,,,,"11,6","48,2","5,3","6,3","1,6","74,8","8,4","-12,34","55,6","-10,3","-10,07","-31,60"
Alfa-Quant Capital,https://www.comon.ru/strategies/109402/,"2,75","-16,00",,"49,92","3,12","20,01","-9,17","0,49",,,,,,,,,,,,,,"-3,68","5,12","2,15","-9,17","-0,83","-4,09","20,01","5,37","3,26","4,58","6,95","4,72","4,35","5,19","2,97","-2,94"
Ed Khan Utopia Binance,https://tradelink.pro/portfolio/8e216b21-54de-42f0-a03c-5ea789163151,"2,14","-9,55",,"49,22","2,46","13,73","-7,03","0,49",,,,,,,,,,"5,66","9,75","-3,06","9,34","3,59","-2,15","-0,96","2,02","-1,25","0,43","1,58","5,15","-0,72","4,04","1,58","-3,74","3,19","13,73","1,55","-7,03"
Алго Капитал БитЭнергия,-,"6,98",,,"110,14","8,47","37,07","-25,00","0,54",,,,,,,,,,,,,,,,,"1,54","9,04","5,71","3,78","37,07","12,43","4,05","-1,06","4,50","30,00","-25,00","18,00","-9,30"
Ed Khan CryptoGallery Utopia,"https://fund.edkhan.net/ranking/1180
https://app.createcapital.pro/ranking/2461
https://app.coinsorcium.com/ranking/2755
","9,45",,"-0,01","334,84","16,74","95,55","-12,03","0,71",,,,,,,,,,"-7,47","95,55","-0,37","35,74","8,87","-4,79","-1,92","6,12","-3,37","1,50","6,85","14,29","-1,28","9,74","5,16","-8,48","9,79","30,37","4,75","-12,03"
AfiTrading Foundation Force,https://copy.afitrading.ru/ranking/1944,"8,33",,"-28,95","200,63","12,54","36,91","-36,06","0,81",,,,,,,,,,,,,,"8,87","20,08","36,91","17,98","13,70","11,54","-0,12","-36,06","0,00","5,50","5,11","2,60","8,70","10,78","24,99","2,65"
Ed Khan CryptoGallery First InFractals,"https://fund.edkhan.net/ranking/841
https://copy.afifoundation.ru/ranking/2095
https://copy.raprofit.com/ranking/2231
","3,63",,"-0,42","166,11","5,73","31,91","-7,59","0,83","11,92","8,32","4,30","1,57","6,49","3,14","2,62","1,29","4,02","2,14","-0,60","4,84",-2,"3,88","3,21","3,27","8,97","3,18","4,3","2,72","-1,32","5,14","31,91","0,47","-7,59","-3,1","1,69","7,08","-6,46"
IQ Security Fund ICE LAB,https://www.myfxbook.com/members/IceFXMarkets/ice-lab/9792935/Swzzjd7PGtUn42t0Ceh9,"5,42","-26,97",,"300,44","10,36","35,25","-10,51","0,94","0,22","3,02","4,47","-0,65","18,51","12,13","-1,76","1,87","7,18","11,76","5,87","4,40","0,48","11,52","5,46","-1,39","0,00","-0,32","12,18","-4,36","1,39","0,65","35,25","24,44","-4,34","32,80","-10,51","-3,66","-9,47"
AVA Family Crypto Investment Fund,"https://tradelink.pro/portfolio/edbe357a-4f7d-4ce1-96ae-f72750e8143a
https://tradelink.pro/portfolio/b9cbf2f4-6d22-482e-8b40-a006fb1141ab
","15,32","-59,44",,"1 066,73","44,45","136,18","-44,26","1,20",,,,,,"0,47","7,70","19,42","6,57","2,57","5,33","1,23","31,70","1,62","-5,10","6,42","6,81","14,58","108,18","17,80","136,18","-44,26","28,51","11,91","5,68","20,86","15,59","-30,54","-1,64"
Arthem Capital Optimal,"https://tradelink.pro/portfolio/5862e2a8-e951-40c7-afb6-fad2e1c76ba6
https://tradelink.pro/portfolio/db4b3150-aadc-4403-ac0b-4c587656c273","6,97","-43,96",,"197,49","11,62","24,45","-8,13","1,30",,,,,,,,,,,,,"2,06","17,62","10,83","15,83","6,79","-1,76","24,45","-0,09","-8,13","8,37","20,49","5,22","2,33","3,71","10,81","-5,54","5,55"
CryptoHunter,https://tradelink.pro/portfolio/c1cdf3b8-3a59-4344-b51c-c02c3344bc3c,"22,45","-24,09",,"681,59","56,80","138,28","0,78","1,49",,,,,,,,,,,,,,,,,,"138,28","27,91","28,72","30,07","3,86","15,03","9,52","2,59","4,68","3,88","0,78","4,12"
SYNDICATE Midas,https://tradelink.pro/portfolio/834307e5-1bf6-4c6c-a03c-170c3c79423d,"5,23","-24,33",,"145,36","8,08","16,30","-2,22","1,59",,,,,,,,,,,,"-1,97","10,84","11,50","8,34","4,17","5,88","3,56","8,48","4,50","3,91","-2,22","16,30","1,29","-2,21","9,54","3,77","7,30","1,13"
AfiTrading Foundation Afi Capital,"https://copy.afifoundation.ru/ranking/2104
https://copy.raprofit.com/ranking/2233","8,18",,"-28,97","193,76","13,84","24,99","2,25","2,10",,,,,,,,,,,,,,,,"12,17","6,88","4,28","17,22","2,43","2,25","4,07","10,39","5,11","2,59","8,7","10,78","24,99","2,65"
IQ Security Fund high risk portfolio 6,https://tradelink.pro/portfolio/6f69b739-0f8e-44f0-b975-71bbee9b1ac4,"-4,05","-84,02",,"-78,28","-13,05","90,58","-70,26",-,,,,,,,,,,,,,,,,,,,,,,,,"-29,71","-33,91","90,58","-70,26","70,68","-51,67"
Triple AI Bourbaki [ETH] (ex Прикольные инвестиции),https://tradelink.pro/portfolio/31331109-8a93-4c80-a3cb-59dd4e5dcfd6,"-7,02","-67,28",,"-60,06","-5,46","21,57","-29,50",-,,,,,,,,,,,,,,,,,,,"21,57","-26,17","0,30","-3,94","-9,40","-0,49","-17,24","1,47","-11,11","-2,66","-29,50"
"Algotoria IQCF on Nik's account
",https://tradelink.pro/portfolio/14355d83-8376-4813-83bb-e5e192fde809,"-13,56","-39,24",,"-36,92","-12,31","-4,88","-28,32",-,,,,,,,,,,,,,,,,,,,,,,,,,,,"-4,88","-7,49","-28,32"
Triple AI Bourbaki 30m [BTC] (ex Прикольные инвестиции),https://tradelink.pro/portfolio/b3a528af-89b9-44ca-9a81-95c8d868ca5a,"-7,09","-37,89",,"-28,97","-7,24","10,50","-21,62",-,,,,,,,,,,,,,,,,,,,,,,,,,,"3,67","-21,62","10,50","-20,89"
Algotoria USDT,https://tradelink.pro/portfolio/4d32ae55-dc4f-4221-959f-31db0b12d2bf,"-6,78","-37,43",,"-25,09","-6,27","-2,36","-16,71",-,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,36","-16,71","-4,9","-3,14"
Triple AI Bourbaki 30m [ETH] (ex Прикольные инвестиции),https://tradelink.pro/portfolio/d6548c54-bca5-461f-b725-699def7c6097,"-6,88","-31,52",,"-25,04","-6,26","-1,18","-10,36",-,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,18","-9,68","-10,36","-6,31"
SAVINSKYI HORIZON BREAK,https://tradelink.pro/portfolio/cd6adf35-3dca-446b-a73f-8ae56eb1a560,"-2,14","-30,81",,"-23,03","-2,09","6,44","-16,24",-,,,,,,,,,,,,,,,,,,,"0,38","-0,27","-4,39","-16,24","6,44","4,27","-3,49","1,51","-2,45","-10,86","1,55"
TFlow ETH FUND,https://platform.tflow.ai/ranking/2304,"-2,07",,,"-20,59","-2,29","8,69","-21,39",-,,,,,,,,,,,,,,,,,,,,,"-4,45","8,34","-21,39","-6,70","0,39","8,69","7,28","-1,80","-9,01"
CosmoTrade,https://www.bybit.com/copyTrade/trade-center/detail?leaderMark=eRbN2R8ENCKBqCflZgVJjQ%3D%3D&ref=ZNAA8&linkUuid=648471fa-c1db-4819-a7f8-58ac4af7f099,"-2,45","-53,86",,"-20,36","-5,09","36,32","-31,92",-,,,,,,,,,,,,,,,,,,,,,,,,,,"-31,92","-14,03","36,32","-0,18"
Copy-Trade Algotoria,https://copy-trade.pro/algotoria-monitoring,"-4,55",,,"-17,96","-4,49","4,90","-15,60",-,,,,,,,,,,,,,,,,,,,,,,,,,,"4,90","-15,60","-3,45","-4,03"
TFlow Bitcoin Daily Bot,https://platform.tflow.ai/ranking/2053,"-1,01",,"-4,07","-15,68","-1,57","17,88","-20,12",-,,,,,,,,,,,,,,,,,,,,"2,65","5,44","-13,47","3,05","12,42","-11,28","17,88","-9,73","-20,12","3,05"
Copy-Trade PHOENIX by hamster-bot,https://copy-trade.pro/phoenix-by-hamster-bot-monitoring,"-1,59",,,"-12,71","-1,59","6,20","-6,40",-,,,,,,,,,,,,,,,,,,,,,,"1,80","-2,00","-4,10","-6,40","6,20","-4,60","2,50","-6,14"
Coin Sorcium Classic,https://app.coinsorcium.com/ranking/2351,"-0,59",,,"-5,34","-0,67","6,33","-6,05",-,,,,,,,,,,,,,,,,,,,,,,"0,39","3,35","-3,48","-4,26","6,33","-4,76","3,77","-6,05"
Create Capital Group,https://app.createcapital.pro/ranking/2612,"0,14",,,"0,70","0,14","0,45","0,00",-,,,,,,,,,,,,,,,,,,,,,,,,,"0,45","0,06","0,10","0,09","0,00"
Create Capital Crypto ETF SPOT (Ex Create Capital SPOT Day Trade),https://app.createcapital.pro/ranking/2617,"0,57",,,"1,45","0,24","8,27","-12,06",-,,,,,,,,,,,,,,,,,,,,,,,,"-6,61","8,08","8,27","-2,18","-12,06","7,92"
Coin Sorcium Golden Grail,https://app.coinsorcium.com/ranking/2745,"1,40",,"-8,25","4,63","1,16","12,75","-7,65",-,,,,,,,,,,,,,,,,,,,,,,,,,,"12,75","-0,74","1,23","-7,65"
PHOENIX by hamster-bot Binance,https://tradelink.pro/portfolio/610ac7e5-77cd-4088-b65a-d4d5e2743fbc,"0,89","-15,13",,"7,65","0,76","14,73","-4,31",-,,,,,,,,,,,,,,,,,,,,"-0,47","14,73","0,96","2,50","-4,07","-4,31","5,55","-4,05","2,37","-4,28"
Coin Sorcium Knife Catcher,https://app.coinsorcium.com/ranking/2756,"3,00",,"-0,31","12,50","3,13","4,34","0,94",-,,,,,,,,,,,,,,,,,,,,,,,,,,"4,34","2,94","3,77","0,94"
Copy-Trade Utopia,https://copy-trade.pro/utopia-monitoring,"5,74",,,"26,74","5,35","29,60","-13,03",-,,,,,,,,,,,,,,,,,,,,,,,,,"-0,10","8,60","29,60","3,64","-13,03"
RAProfit REFLECTOR,https://copy.raprofit.com/ranking/2518,"3,73",,"-38,30","27,33","3,90","14,40","-4,93",-,,,,,,,,,,,,,,,,,,,,,,,"1,96","14,40","13,31","-4,93","0,13","1,55","-0,34"
RAProfit DOBBLE TOP,https://copy.raprofit.com/ranking/2664,"5,35",,"-22,37","29,44","5,89","9,46","0,57",-,,,,,,,,,,,,,,,,,,,,,,,,,"0,57","9,46","8,62","3,01","5,09"
MyMbot TradeLink MYM_USD,https://tradelink.pro/portfolio/534119c7-64d8-447d-9c01-8c3c7b73483f,"2,83","-14,09",,"34,61","3,15","12,59","-3,81",-,,,,,,,,,,,,,,,,,,,"2,93","-3,81","2,73","2,23","12,59","4,26","-0,72","5,84","5,65","-3,24","2,67"
Triple AI Bourbaki [BTC] (ex Прикольные инвестиции),https://tradelink.pro/portfolio/b6ded37e-a49f-4e71-b724-977b584fb8f7,"3,23","-25,34",,"38,65","3,51","14,19","-10,19",-,,,,,,,,,,,,,,,,,,,"5,36","4,16","9,93","14,19","2,24","4,51","-10,19","8,99","1,50","0,88","-6,02"
Arthem Capital Aggressive,https://tradelink.pro/portfolio/f8517ffc-f8ca-4017-a1c3-4a15facc6fef,"4,90","-22,01",,"45,13","5,01","35,33","-14,19",-,,,,,,,,,,,,,,,,,,,,,"1,19","5,07","7,27","4,55","1,01","-1,26","5,09","35,33","-14,19"
bm-analytics (ex Trade-bm),https://tradelink.pro/portfolio/3957e891-ba96-458b-9afa-8b75c1232050,"10,31","-24,25",,"49,38","9,88","38,47","-11,14",-,,,,,,,,,,,,,,,,,,,,,,,,,"-11,14","38,47","-4,72","33,49","-4,55"
Copy-Trade White Waters,https://copy-trade.pro/white-waters-monitoring,"7,99",,,"61,55","6,84","81,60","-10,40",-,,,,,,,,,,,,,,,,,,,,,"81,60","-10,40","-3,6","12,7","-0,9","-1,60","-8,70","5,16","-2,39"
RAProfit Mirror,"https://copy.raprofit.com/ranking/2531
https://app.createcapital.pro/ranking/2601","6,18",,"-73,65","66,26","7,36","17,90","-12,97",-,,,,,,,,,,,,,,,,,,,,,"13,50","9,41","9,07","9,19","8,44","17,90","-12,97","1,38","-0,34"
Create Capital EK Full House,https://app.createcapital.pro/ranking/2462,"5,43",,"-0,53","68,43","6,22","40,06","-4,35",-,,,,,,,,,,,,,,,,,,,"2,02","40,06","2,11","12,80","2,87","-2,50","-4,35","-1,44","6,65","0,34","1,14"
Create Capital Afi Foundation,https://app.createcapital.pro/ranking/2443,"6,39",,"-12,44","79,82","7,98","18,27","-4,35",-,,,,,,,,,,,,,,,,,,,,"-0,46","17,94","-3,35","-4,35","-2,02","3,83","15,53","5,80","18,27","12,66"
RAProfit ScalpingDream Ultima,https://copy.raprofit.com/ranking/2773,"33,06",,"-1,33","108,54","36,18","83,54","-8,40",-,,,,,,,,,,,,,,,,,,,,,,,,,,,"83,54","-8,4","24,04"
Triple AI Bourbaki Ultra [BTC] (ex Прикольные инвестиции),https://tradelink.pro/portfolio/1f431ee6-2191-4f02-bdf8-59d7c2eee906,"8,14","-28,80",,"127,43","11,58","20,49","-8,97",-,,,,,,,,,,,,,,,,,,,"16,53","2,94","18,37","20,49","9,74","16,29","8,74","7,14","-0,11","-1,67","-8,97"
Triple AI Bourbaki Pro [BTC] (ex Прикольные инвестиции),https://tradelink.pro/portfolio/f9a96823-709b-46d0-926a-78707cf2c0dd,"10,20","-38,92",,"147,63","13,42","42,98","-25,19",-,,,,,,,,,,,,,,,,,,,"26,99","22,1","7,42","18,81","42,98","-0,2","-4,85","22,76","-25,19","10,6","-9,26"
IQ Security Fund high risk portfolio 2,"https://tradelink.pro/portfolio/639867a2-ad21-4793-9fe1-209fa5b9cf0b
https://tradelink.pro/portfolio/522dd4db-d849-4c7e-84e3-7d24c1d1e21c
https://tradelink.pro/portfolio/f7b6f3d9-734f-40b2-9944-24f94bba136a","34,94","-79,51",,"173,75","21,72","152,50","-58,86",-,,,,,,,,,,,,,,,,,,,,,,"27,28","152,5","80,59","-22,32","145,08","-20,35","-24,39","-58,86"
