Проект,Мониторинг,Cреднеарифметический % месячной доходности,Max просадка,Мах незафиксированная просадка,Общая доходность,"Среднемесячная доходность, %",Лучший месяц,Худший месяц,Коэффициент Шарпа,05.21,06.21,07.21,08.21,09.21,10.21,11.21,12.21,01.22,02.22,03.22,04.22,05.22,06.22,07.22,08.22,09.22,10.22,11.22,12.22,01.23,02.23,03.23,04.23,05.23,06.23,07.23,08.23
Quant Hill Crypto Trend USDT,https://tradelink.pro/portfolio/54c4e5f6-2b87-41a8-8884-d24fa8f5da5e,"1,12","-25,06",,"25,01","0,89","28,45","-11,45","0,10","3,24","-2,64","1,40","-8,58","-0,41","4,46","-2,80","-3,99","5,14","0,29","0,02","-2,73","2,55","22,75","-4,89","0,65","-11,45","5,17","0,20","-8,65","28,45","0,46","1,38","1,47","-6,41","2,32","-7,66","11,72"
AfiTrading Foundation ALT HUNTER,https://copy.afitrading.ru/ranking/1939,"13,52",,"-28,29","66,55","5,55","140,49","-70,60","0,12",,,,,,,,,,,,,,,,,"12,89","21,2","140,49","0,54","-70,6",0,"5,5","5,11","2,6","8,7","10,78","24,99"
Algotoria MIXED,https://tradelink.pro/portfolio/8d78b017-b2aa-47f1-8c92-ece97c3d7a82 ,"4,07","-44,73",,"58,36","2,92","94,10","-19,37","0,13",,,,,,,,,"-1,68","6,24","7,62","-11,15","12,46","10,94","15,33","-2,86","-7,02","5,15","2,27","-10,92","94,10","1,90","-2,94","0,98","-7,25","-2,39","-19,37","-10,00"
Sergey F bot,https://tradelink.pro/portfolio/1bdabc11-db54-4ec1-9b7b-52d0ba14493e,"2,94","-44,91",,"31,02","2,07","37,91","-22,54","0,13",,,,,,,,,,,,,,"-6,74","30,31","0,08","-6,48","-4,74","8,65","-3,58","8,93","37,91","-7,00","-22,54","-3,37","9,16","-13,69","17,16"
Triple AI TradeLink PR_CT_BTC (ex Прикольные инвестиции),https://tradelink.pro/portfolio/a59e684c-08be-475f-b3e2-3596469967dd,"4,72","-36,40",,"35,71","2,98","51,43","-27,33","0,13",,,,,,,,,,,,,,,,,"1,46","7,60","-27,33","-5,16","25,08","13,73","51,43","5,11","-9,66","28,44","-21,52","-12,52"
Mellivora trade,"https://app.aivia.io/ranking/291
https://app.createcapital.pro/ranking/1764","2,37",,"-0,27","55,48","1,98","30,89","-17,02","0,15","13,24","3,93","29,84","-16,41","30,89","-17,02","-1,42","-0,26","24,00","16,66","-8,93","6,70","0,24","16,61",15,"-11,46","-15,89","-2,74","-1,34","3,48","5,76","-1,32","3,54","-8,93","-8,63","-0,43","-10,48","1,78"
EDKhan Felix,https://fund.edkhan.net/ranking/1535,"2,46",,,"34,87","2,05","33,73","-24,59","0,17",,,,,,,,,,,,"1,29","33,73","11,6","1,33","6,72","6,33","5,29","3,26","-0,91","8,29","1,1","7,59","-9,1","-15,08","-24,59","4,51","0,51"
Polos,https://app.aivia.io/ranking/859,"4,55",,,"101,94","3,64","59,05","-40,86","0,18","8,84","12,87","11,98","59,05","45,69","1,66","7,74","-10,45","24,88","-14,48","8,73","11,11","-40,86","-7,60","9,93","-24,25","-18,84","3,37","17,12","-2,33","3,16","24,99","-22,85","21,06","2,70","-4,57","-13,65","12,48"
TSLab.pro bots,https://tradelink.pro/portfolio/7c119037-d708-4174-ab9d-aedb70267522,"0,91","-16,18",,"25,70","0,92","13,35","-6,43","0,21","5,41","0,81","5,27","-3,74","5,26","4,50","-4,53","-0,12","0,40","8,14","0,06","-2,20","0,14","2,44","2,12","-3,76","-4,38","4,04","2,06","-3,07","13,35","-1,73","2,59","0,01","-3,59","1,58","-6,43","0,81"
Copy-Trade Investizo Ultra Marine,https://www.myfxbook.com/ru/members/tstvector/investizo-ultra-marine/8719521,"7,79","-80,40",,"182,66","7,03","85,73","-37,12","0,24",,,"29,84","3,01","-2,22","28,55","17,26","-27,54","19,76","0,74","85,73","3,40","12,52","74,06","40,31","21,36","-22,94","-8,49","24,24","31,30","-10,94","-6,58","-19,10","-18,76","-34,29","-37,12","-1,16","-0,31"
Algotoria,https://t.me/ALGOTORIA/23,"3,75","-24,84",,"92,52","3,70","67,13","-13,14","0,22",,,,"-6,78","25,29","13,37","-13,14","0,56","-1,17","17,97","12,98","-12,37","3,89","14,62","14,54","-1,46","-8,35","5,09","1,96","-10,46","67,13","1,96","-3,00","1,99","-8,20","-5,16","-12,58","-4,90"
AfiTrading Foundation TREND MIDDLE,https://copy.afitrading.ru/ranking/1804,"3,73",,"-11,76","59,08","3,69","27,54","-22,49","0,28",,,,,,,,,,,,,"7,57","18,16","27,54","0,64","-22,49","-6,70","15,59","-4,62","-5,12",0,"-12,36","-2,02","3,83","15,53","5,8","18,28"
Copy-Trade ENOT 5,https://www.mql5.com/ru/signals/1378207?source=Site+Signals+My,"6,16","-53,20",,"122,06","6,42","62,78","-21,36","0,30",,,,,,,,,,"-8,61","62,78","7,57","3,47","41,11","29,19","27,41","-14,26","-10,46","2,63","25,16","1,48","-1,84","-2,74","-7,70","-16,61","-21,36","2,53","-2,62"
Coin Sorcium Utopia Bitmex,https://app.coinsorcium.com/ranking/2758,"3,27",,"-11,00","39,16","3,26","17,45","-15,79","0,32",,,,,,,,,,,,,,,,,"6,42","-12,65","10,16","0,24","17,45","3,48","6,53","5,88","-6,04","12,55","-15,79","11,05"
Ed Khan First InFractals,https://tradelink.pro/portfolio/ca39bb79-b9d6-4b06-bcd7-d80492275bae,"2,05","-22,87",,"56,36","2,35","27,39","-7,78","0,37",,,,,"4,53","3,14","2,62","1,30","4,02","1,76","-1,54","2,58","-4,38","2,17","1,75","1,1","7,62","2,39","2,14","0,38","-3,87","2,46","27,39","-1,29","-7,78","-1,1","-2,96","4,85"
Alfa-Quant 300,https://www.comon.ru/strategies/17475/,"4,23","-38,00",,"154,61","5,52","60,30","-19,26","0,38","3,33","6,83","-0,15","0,29","-11,82","-1,12","10,89","2,84","5,15","-5,58","1,73","-19,26","0,71","15,14","26,61","-14,77","-0,8","-8,97","-2,86","60,3","0,19","4,85","4,56","11,46","0,11","10,31","10,33","8,23"
SAVINSKYI PROFIT RANGE S1,https://tradelink.pro/portfolio/df18b46a-ff64-4d01-84e8-31027975e96d,"1,93","-13,61",,"42,79","2,14","17,81","-6,58","0,39",,,,,,,,,"4,01","4,59","4,14","2,56","17,81","7,20","0,03","-1,15","-2,88","5,47","-1,03","-0,72","6,06","5,37","-5,47","-1,68","3,07","-6,58","2,10","-4,24"
bm-analytics (ex Trade-bm),https://bm-analytics.aum.expert/ranking/217,"4,56",,"-0,49","170,24","6,08","38,47","-23,96","0,42","34,38","10,18","-16,14","11,77","18,96","7,36","3,49","3,25","6,72","-4,51","4,42","-0,78","2,37","7,29","-4,68","-6,51","-6,31","16,83","0,55","3,57","-5,34","-7,08","17,05","-23,96","-11,17","38,47","-5,31","32,85"
PHOENIX by hamster-bot,https://hamster-bot.com/phoenix,"1,94","-16,73",,"62,01","2,30","14,73","-12,24","0,42",,"0,52","-0,30","2,67","10,90","5,12","2,26","-0,13","-0,68","1,64","0,21","3,08","5,81","2,08","10,31","-1,11","-12,24","-0,51","9,62","-0,47","14,73","0,96","2,5","-4,07","-4,31","5,55","-4,05","2,37"
Create Capital EK Utopia BTC,https://app.createcapital.pro/ranking/2464,"4,28",,"-11,00","58,70","4,89","16,09","-11,04","0,56",,,,,,,,,,,,,,,,,"6,42","-7,04","10,16","0,44","16,09","3,61","6,63","9,58","-7,54","12,94","-11,04","11,05"
Alfa-Quant Capital,https://www.comon.ru/strategies/109402/,"3,13","-16,00",,"54,46","3,63","20,01","-9,17","0,56",,,,,,,,,,,,,,"-3,68","5,12","2,15","-9,17","-0,83","-4,09","20,01","5,37","3,26","4,58","6,95","4,72","4,35","5,19","2,97"
Ed Khan Utopia Binance,https://tradelink.pro/portfolio/8e216b21-54de-42f0-a03c-5ea789163151,"2,62","-9,36",,"60,51","3,18","13,73","-3,74","0,69",,,,,,,,,,"5,66","9,75","-3,06","9,34","3,59","-2,15","-0,96","2,02","-1,25","0,43","1,58","5,15","-0,72","4,04","1,58","-3,74","3,19","13,73","1,55"
Алго Капитал БитЭнергия,-,"8,34",,,"131,68","10,97","37,07","-25,00","0,70",,,,,,,,,,,,,,,,,"1,54","9,04","5,71","3,78","37,07","12,43","4,05","-1,06","4,5",30,-25,18
AfiTrading Foundation Force,https://copy.afitrading.ru/ranking/1944,"8,71",,"-28,95","192,87","12,86","36,91","-36,06","0,81",,,,,,,,,,,,,,"8,87","20,08","36,91","17,98","13,70","11,54","-0,12","-36,06","0,00","5,50","5,11","2,60","8,70","10,78","24,99"
IQ Security Fund,https://tradelink.pro/portfolio/9edc3f9e-fe0f-49ff-aeb3-70b9289c2c86,"9,69","-75,55",,"389,40","17,70","67,98","-17,46","0,74",,,,,,,"5,03","-10,89","9,22","44,76","0,03","-17,46","0,59","-8,67","-7,31","-4,81","12,39","9,43","45,38","2,97","6,31","0,71","67,98","34,47","-12,06","54,22","-9,02","-10,05"
Ed Khan CryptoGallery Utopia,"https://fund.edkhan.net/ranking/1180
https://app.createcapital.pro/ranking/2461
https://app.coinsorcium.com/ranking/2755
","10,58",,"-0,01","394,31","20,75","95,55","-8,48","0,88",,,,,,,,,,"-7,47","95,55","-0,37","35,74","8,87","-4,79","-1,92","6,12","-3,37","1,50","6,85","14,29","-1,28","9,74","5,16","-8,48","9,79","30,37","4,75"
Ed Khan CryptoGallery First InFractals,"https://fund.edkhan.net/ranking/841
https://copy.afifoundation.ru/ranking/2095
https://copy.raprofit.com/ranking/2231
","4,00",,"-0,42","184,49","6,59","31,91","-7,59","0,98","11,92","8,32","4,30","1,57","6,49","3,14","2,62","1,29","4,02","2,14","-0,60","4,84",-2,"3,88","3,21","3,27","8,97","3,18","4,3","2,72","-1,32","5,14","31,91","0,47","-7,59","-3,1","1,69","7,08"
IQ Security Fund ICE LAB,https://www.myfxbook.com/members/IceFXMarkets/ice-lab/9792935/Swzzjd7PGtUn42t0Ceh9,"5,95","-23,62",,"342,32","12,23","35,25","-10,51","1,13","0,22","3,02","4,47","-0,65","18,51","12,13","-1,76","1,87","7,18","11,76","5,87","4,40","0,48","11,52","5,46","-1,39","0,00","-0,32","12,18","-4,36","1,39","0,65","35,25","24,44","-4,34","32,80","-10,51","-3,66"
MyMbot,https://tradelink.pro/portfolio/db4b3150-aadc-4403-ac0b-4c587656c273,"7,06","-43,96",,"181,85","11,37","24,45","-8,13","1,23",,,,,,,,,,,,,"2,06","17,62","10,83","15,83","6,79","-1,76","24,45","-0,09","-8,13","8,37","20,49","5,22","2,33","3,71","10,81","-5,54"
AVA Family Crypto Investment Fund,"https://tradelink.pro/portfolio/edbe357a-4f7d-4ce1-96ae-f72750e8143a
https://tradelink.pro/portfolio/b9cbf2f4-6d22-482e-8b40-a006fb1141ab
","16,05","-59,44",,"1 086,18","47,23","136,18","-44,26","1,26",,,,,,"0,47","7,70","19,42","6,57","2,57","5,33","1,23","31,70","1,62","-5,10","6,42","6,81","14,58","108,18","17,8","136,18","-44,26","28,51","11,91","5,68","20,86","15,59","-30,54"
SYNDICATE Midas,https://tradelink.pro/portfolio/834307e5-1bf6-4c6c-a03c-170c3c79423d,"5,47","-24,33",,"142,62","8,39","16,30","-2,22","1,63",,,,,,,,,,,,"-1,97","10,84","11,50","8,34","4,17","5,88","3,56","8,48","4,50","3,91","-2,22","16,30","1,29","-2,21","9,54","3,77","7,30"
AfiTrading Foundation Afi Capital,"https://copy.afifoundation.ru/ranking/2104
https://copy.raprofit.com/ranking/2233","8,60",,"-28,97","186,18","14,32","24,99","2,25","2,15",,,,,,,,,,,,,,,,"12,17","6,88","4,28","17,22","2,43","2,25","4,07","10,39","5,11","2,59","8,7","10,78","24,99"
CryptoHunter,https://tradelink.pro/portfolio/c1cdf3b8-3a59-4344-b51c-c02c3344bc3c,"24,12","-24,09",,"650,66","59,15","138,28","0,78",-,,,,,,,,,,,,,,,,,,"138,28","27,91","28,72","30,07","3,86","15,03","9,52","2,59","4,68","3,88","0,78"
Copy-Trade 4 трейда в месяц,https://copy-trade.pro/nikolay-lyashenko-binance-monitoring,"19,63",,,"229,14","32,73","39,29","-13,25",-,,,,,,,,,,,,,,,,,,,,,,"23,4","30,5","18,2","39,29","19,35","19,9","-13,25"
Copy-Trade ICE LAB,https://copy-trade.pro/ice-lab-monitoring,"16,28",,,"292,14","26,56","74,80","-12,34",-,,,,,,,,,,,,,,,,,,"11,6","48,2","5,3","6,3","1,6","74,8","8,4","-12,34","55,6","-10,3","-10,07"
Triple AI Bourbaki Pro [BTC] (ex Прикольные инвестиции),https://tradelink.pro/portfolio/f9a96823-709b-46d0-926a-78707cf2c0dd,"12,14","-38,92",,"172,90","17,29","42,98","-25,19",-,,,,,,,,,,,,,,,,,,,"26,99","22,1","7,42","18,81","42,98","-0,2","-4,85","22,76","-25,19","10,6"
Triple AI Bourbaki Ultra [BTC] (ex Прикольные инвестиции),https://tradelink.pro/portfolio/1f431ee6-2191-4f02-bdf8-59d7c2eee906,"9,85","-27,22",,"149,85","14,98","20,49","-1,67",-,,,,,,,,,,,,,,,,,,,"16,53","2,94","18,37","20,49","9,74","16,29","8,74","7,14","-0,11","-1,67"
RAProfit Mirror,"https://copy.raprofit.com/ranking/2531
https://app.createcapital.pro/ranking/2601","6,99",,"-73,65","66,83","8,35","17,90","-12,97",-,,,,,,,,,,,,,,,,,,,,,"13,50","9,41","9,07","9,19","8,44","17,90","-12,97","1,38"
PROFi TRADE STAT - 02,https://tradelink.pro/portfolio/bfa24005-9658-4a6b-a73c-e19cbb87522b,"6,27","-71,67",,"38,83","4,85","35,85","-32,61",-,,,,,,,,,,,,,,,,,,,,,"17,88","15,71","21,37","3,58","-10,95","-0,69","35,85","-32,61"
Create Capital EK Full House,https://app.createcapital.pro/ranking/2462,"5,86",,"-0,53","66,53","6,65","40,06","-4,35",-,,,,,,,,,,,,,,,,,,,"2,02","40,06","2,11","12,8","2,87","-2,5","-4,35","-1,44","6,65","0,34"
RAProfit REFLECTOR,https://copy.raprofit.com/ranking/2518,"4,40",,"-38,30","27,76","4,63","14,40","-4,93",-,,,,,,,,,,,,,,,,,,,,,,,"1,96","14,40","13,31","-4,93","0,13","1,55"
Triple AI Bourbaki [BTC] (ex Прикольные инвестиции),https://tradelink.pro/portfolio/b6ded37e-a49f-4e71-b724-977b584fb8f7,"4,16","-25,34",,"47,53","4,75","14,19","-10,19",-,,,,,,,,,,,,,,,,,,,"5,36","4,16","9,93","14,19","2,24","4,51","-10,19","8,99","1,5","0,88"
Copy-Trade Utopia,https://copy-trade.pro/utopia-monitoring,"10,44",,,"45,72","11,43","29,60","-0,10",-,,,,,,,,,,,,,,,,,,,,,,,,,"-0,10","8,60","29,60","3,64"
Create Capital Afi Foundation,https://app.createcapital.pro/ranking/2443,"5,69",,"-12,44","59,61","6,62","18,27","-4,35",-,,,,,,,,,,,,,,,,,,,,"-0,46","17,94","-3,35","-4,35","-2,02","3,83","15,53","5,8","18,27"
MyMbot TradeLink MYM_USD,https://tradelink.pro/portfolio/534119c7-64d8-447d-9c01-8c3c7b73483f,"2,85","-14,09",,"31,11","3,11","12,59","-3,81",-,,,,,,,,,,,,,,,,,,,"2,93","-3,81","2,73","2,23","12,59","4,26","-0,72","5,84","5,65","-3,24"
Create Capital SPOT Day Trade,https://app.createcapital.pro/ranking/2617,"-0,90",,,"-5,99","-1,20","8,27","-12,06",-,,,,,,,,,,,,,,,,,,,,,,,,"-6,61","8,08","8,27","-2,18","-12,06"
PHOENIX by hamster-bot Binance,https://tradelink.pro/portfolio/610ac7e5-77cd-4088-b65a-d4d5e2743fbc,"1,47","-15,13",,"12,46","1,38","14,73","-4,31",-,,,,,,,,,,,,,,,,,,,,"-0,47","14,73","0,96","2,5","-4,07","-4,31","5,55","-4,05","2,37"
TFlow Bitcoin Daily Bot,https://platform.tflow.ai/ranking/2053,"-1,46",,"-4,07","-18,18","-2,02","17,88","-20,12",-,,,,,,,,,,,,,,,,,,,,"2,65","5,44","-13,47","3,05","12,42","-11,28","17,88","-9,73","-20,12"
Copy-Trade White Waters,https://copy-trade.pro/white-waters-monitoring,"9,28",,,"65,51","8,19","81,60","-10,40",-,,,,,,,,,,,,,,,,,,,,,"81,6","-10,4","-3,6","12,7","-0,9","-1,6","-8,7","5,16"
Coin Sorcium Dynamics,https://app.coinsorcium.com/ranking/1975,"1,51",,"-0,79","13,31","1,21","16,99","-11,46",-,,,,,,,,,,,,,,,,,,"-6,36","5,58","-4,12","16,99",-4,"-0,1","6,91","-11,46","10,31","-7,82","10,69"
"O-S-A Trend only
",https://tradelink.pro/portfolio/481c4c31-100d-4413-b5ef-a44b636ca59d,"-0,39","-22,66",,"-5,11","-0,57","10,14","-9,60",-,,,,,,,,,,,,,,,,,,,,"-2,83","10,14","-3,88","10,00","-0,30","-9,60","1,06","-3,48","-4,62"
Coin Sorcium Classic,https://app.coinsorcium.com/ranking/2351,"0,19",,,"0,75","0,11","6,33","-4,76",-,,,,,,,,,,,,,,,,,,,,,,"0,39","3,35","-3,48","-4,26","6,33","-4,76","3,77"
Create Capital Group,https://app.createcapital.pro/ranking/2612,"0,18",,,"0,70","0,18","0,45","0,06",-,,,,,,,,,,,,,,,,,,,,,,,,,"0,45","0,06","0,10","0,09"
Doberbot,https://live.doberbot.com/ranking/2008,"-0,14",,"-5,07","-16,86","-1,53","32,80","-34,56",-,,,,,,,,,,,,,,,,,,"12,43","-3,24","2,02","32,80","0,94","17,02","-0,96","-15,14","-34,56","2,42","-15,22"
Copy-Trade PHOENIX by hamster-bot,https://copy-trade.pro/phoenix-by-hamster-bot-monitoring,"-0,94",,,"-7,00","-1,00","6,20","-6,40",-,,,,,,,,,,,,,,,,,,,,,,"1,80","-2,00","-4,10","-6,40","6,20","-4,60","2,50"
TFlow ETH FUND,https://platform.tflow.ai/ranking/2304,"-1,21",,,"-12,73","-1,59","8,69","-21,39",-,,,,,,,,,,,,,,,,,,,,,"-4,45","8,34","-21,39","-6,70","0,39","8,69","7,28","-1,80"
Triple AI Bourbaki [ETH] (ex Прикольные инвестиции),https://tradelink.pro/portfolio/31331109-8a93-4c80-a3cb-59dd4e5dcfd6,"-4,77","-55,80",,"-43,35","-4,33","21,57","-26,17",-,,,,,,,,,,,,,,,,,,,"21,57","-26,17","0,30","-3,94","-9,40","-0,49","-17,24","1,47","-11,11","-2,66"
SYNDICATE test_3 (ex SYNDICATE Zeus),https://tradelink.pro/portfolio/5aa3d922-d064-4bea-8ae1-896d3eac87e5,"-5,71","-60,67",,"-41,23","-6,87","27,27","-37,20",-,,,,,,,,,,,,,,,,,,,,,,,"27,27","15,55","-14,77","-37,20","0,87","-25,98"
RAProfit DOBBLE TOP,https://copy.raprofit.com/ranking/2664,"5,42",,"-22,37","23,17","5,79","9,46","0,57",-,,,,,,,,,,,,,,,,,,,,,,,,,"0,57","9,46","8,62","3,01"
Copy-Trade Algotoria,https://copy-trade.pro/algotoria-monitoring,"-4,72",,,"-14,52","-4,84","4,90","-15,60",-,,,,,,,,,,,,,,,,,,,,,,,,,,"4,90","-15,60","-3,45"
CosmoTrade,https://www.bybit.com/copyTrade/trade-center/detail?leaderMark=eRbN2R8ENCKBqCflZgVJjQ%3D%3D&ref=ZNAA8&linkUuid=648471fa-c1db-4819-a7f8-58ac4af7f099,"-3,21","-53,86",,"-20,21","-6,74","36,32","-31,92",-,,,,,,,,,,,,,,,,,,,,,,,,,,"-31,92","-14,03","36,32"
Coin Sorcium Golden Grail,https://app.coinsorcium.com/ranking/2745,"4,41",,"-8,25","13,29","4,43","12,75","-0,74",-,,,,,,,,,,,,,,,,,,,,,,,,,,"12,75","-0,74","1,23"
Coin Sorcium Knife Catcher,https://app.coinsorcium.com/ranking/2756,"3,68",,"-0,31","11,46","3,82","4,34","2,94",-,,,,,,,,,,,,,,,,,,,,,,,,,,"4,34","2,94","3,77"
RAProfit ScalpingDream Ultima,https://copy.raprofit.com/ranking/2773,"37,57",,"-1,33","68,12","34,06","83,54","-8,40",-,,,,,,,,,,,,,,,,,,,,,,,,,,,"83,54","-8,4"
bm-analytics (ex Trade-bm),https://tradelink.pro/portfolio/3957e891-ba96-458b-9afa-8b75c1232050,"14,03","-24,25",,"56,50","14,12","38,47","-11,14",-,,,,,,,,,,,,,,,,,,,,,,,,,"-11,14","38,47","-4,72","33,49"
SAVINSKYI BitMEX Cap,https://app.aivia.io/ranking/73,"-2,82",,,"-30,12","-2,51","3,26","-14,97","-0,50","-14,97","-7,44","0,15","3,26","-1,47","-1,73","-1,47","-8,55","0,47","0,00","-2,05","0,00",,,,,,,,,,,,,,,,
CryptoTora,https://app.aivia.io/ranking/188,"-6,41",,,"-76,82","-5,49","8,69","-71,21","-0,28","-2,06","-2,01","-1,21","2,14","-10,75","-0,65","0,23","-7,57","5,88","0,01","4,97","-16,22","8,69","-71,21",,,,,,,,,,,,,,
BLUELINE,https://www.equite.io/ru/DCjrh-SbpA,"4,54",,,"-100,00","-7,69","30,84","-100,00","-0,23",,"10,08","10,57","14,48","27,65","30,84","21,94","23,89","7,61","1,78","2,69","5,31","2,16","-100,00",,,,,,,,,,,,,,
AlgoTrading.cc,https://tradelink.pro/portfolio/3537789a-f065-4e6c-8611-c0db80c5731f?step=day,"-3,59",,,"-48,51","-3,73","26,11","-31,94","-0,22",,,,,"-4,17","22,96","0,007","-0,89","-22,36","-5,07","26,11","-10,20","-31,94","-22,53","7,71","5,73","-12,04",,,,,,,,,,,
Deep Trade H4,https://app.aivia.io/ranking/232,"-1,12",,,"-30,27","-1,59","32,79","-32,37","-0,13","32,79","-1,85","6,63","-32,37","-0,39","8,70","-0,16","-6,43","-0,54","9,07","4,20","-15,67",0,"0,26","-7,61","-6,58","-8,33","-2,21","-0,81",,,,,,,,,
Trade-bm,https://www.equite.io/en/vwBQgBcbRP,"-3,98",,,"-100,00","-4,00","49,25","-100,00","-0,11","14,60","6,22","-9,73","6,86","8,97","4,96","-2,42","3,42","7,66","-2,64","-2,52","9,78","43,97","-1,18","2,73","-0,1","-30,56","5,33",-100,"11,27","-80,02",47,-100,"49,25","7,66",,,
O-S-A MAIN,https://o-s-a.net/binance-results.html,"-0,20",,,"-16,64","-0,64","19,80","-22,90","-0,06",,"0,00","-2,50","16,00","-22,90","-16,40","3,20","-5,40","4,00","19,80","5,93","7,50","2,10","3,62","2,33","14,00","-7,44","-7,20","2,25",0,"17,07","-3,48","-4,28","-7,5","-12,99",-8,"-4,9",
